area,cases,date
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1184,2021-02-10
Out of County,0,2021-02-10
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1203,2021-02-09
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5513,2021-02-09
CITY OF GOLETA,1558,2021-02-09
COMMUNITY OF ISLA VISTA,1129,2021-02-09
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1029,2021-02-09
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",872,2021-02-09
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,3154,2021-02-09
FEDERAL PRISON IN LOMPOC,1079,2021-02-09
CITY OF SANTA MARIA,10292,2021-02-09
COMMUNITY OF ORCUTT,1582,2021-02-09
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1179,2021-02-09
Out of County,0,2021-02-09
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1196,2021-02-08
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5505,2021-02-08
CITY OF GOLETA,1551,2021-02-08
COMMUNITY OF ISLA VISTA,1070,2021-02-08
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1025,2021-02-08
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",867,2021-02-08
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,3149,2021-02-08
FEDERAL PRISON IN LOMPOC,1079,2021-02-08
CITY OF SANTA MARIA,10253,2021-02-08
COMMUNITY OF ORCUTT,1575,2021-02-08
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1157,2021-02-08
Out of County,0,2021-02-08
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1194,2021-02-07
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5470,2021-02-07
CITY OF GOLETA,1539,2021-02-07
COMMUNITY OF ISLA VISTA,1052,2021-02-07
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1019,2021-02-07
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",867,2021-02-07
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,3141,2021-02-07
FEDERAL PRISON IN LOMPOC,1079,2021-02-07
CITY OF SANTA MARIA,10219,2021-02-07
COMMUNITY OF ORCUTT,1565,2021-02-07
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1145,2021-02-07
Out of County,0,2021-02-07
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1172,2021-02-06
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5435,2021-02-06
CITY OF GOLETA,1523,2021-02-06
COMMUNITY OF ISLA VISTA,1034,2021-02-06
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1013,2021-02-06
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",858,2021-02-06
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,3119,2021-02-06
FEDERAL PRISON IN LOMPOC,1079,2021-02-06
CITY OF SANTA MARIA,10186,2021-02-06
COMMUNITY OF ORCUTT,1561,2021-02-06
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1138,2021-02-06
Out of County,0,2021-02-06
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1165,2021-02-05
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5395,2021-02-05
CITY OF GOLETA,1511,2021-02-05
COMMUNITY OF ISLA VISTA,1027,2021-02-05
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1008,2021-02-05
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",855,2021-02-05
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,3097,2021-02-05
FEDERAL PRISON IN LOMPOC,1079,2021-02-05
CITY OF SANTA MARIA,10121,2021-02-05
COMMUNITY OF ORCUTT,1547,2021-02-05
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1129,2021-02-05
Out of County,0,2021-02-05
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1157,2021-02-04
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5363,2021-02-04
CITY OF GOLETA,1507,2021-02-04
COMMUNITY OF ISLA VISTA,1024,2021-02-04
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1002,2021-02-04
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",854,2021-02-04
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,3069,2021-02-04
FEDERAL PRISON IN LOMPOC,1079,2021-02-04
CITY OF SANTA MARIA,10096,2021-02-04
COMMUNITY OF ORCUTT,1539,2021-02-04
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1123,2021-02-04
Out of County,0,2021-02-04
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1142,2021-02-03
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5323,2021-02-03
CITY OF GOLETA,1496,2021-02-03
COMMUNITY OF ISLA VISTA,1019,2021-02-03
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,990,2021-02-03
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",844,2021-02-03
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,3031,2021-02-03
FEDERAL PRISON IN LOMPOC,1079,2021-02-03
CITY OF SANTA MARIA,10024,2021-02-03
COMMUNITY OF ORCUTT,1527,2021-02-03
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1118,2021-02-03
Out of County,0,2021-02-03
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1136,2021-02-02
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5276,2021-02-02
CITY OF GOLETA,1485,2021-02-02
COMMUNITY OF ISLA VISTA,1012,2021-02-02
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,975,2021-02-02
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",842,2021-02-02
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2992,2021-02-02
FEDERAL PRISON IN LOMPOC,1079,2021-02-02
CITY OF SANTA MARIA,9980,2021-02-02
COMMUNITY OF ORCUTT,1522,2021-02-02
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1118,2021-02-02
Out of County,0,2021-02-02
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1127,2021-02-01
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5243,2021-02-01
CITY OF GOLETA,1483,2021-02-01
COMMUNITY OF ISLA VISTA,1006,2021-02-01
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,969,2021-02-01
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",833,2021-02-01
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2984,2021-02-01
FEDERAL PRISON IN LOMPOC,1079,2021-02-01
CITY OF SANTA MARIA,9895,2021-02-01
COMMUNITY OF ORCUTT,1516,2021-02-01
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1111,2021-02-01
Out of County,0,2021-02-01
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1108,2021-01-31
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5172,2021-01-31
CITY OF GOLETA,1463,2021-01-31
COMMUNITY OF ISLA VISTA,980,2021-01-31
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,953,2021-01-31
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",829,2021-01-31
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2965,2021-01-31
FEDERAL PRISON IN LOMPOC,1079,2021-01-31
CITY OF SANTA MARIA,9840,2021-01-31
COMMUNITY OF ORCUTT,1511,2021-01-31
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1103,2021-01-31
Out of County,0,2021-01-31
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1088,2021-01-30
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5116,2021-01-30
CITY OF GOLETA,1453,2021-01-30
COMMUNITY OF ISLA VISTA,957,2021-01-30
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,947,2021-01-30
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",822,2021-01-30
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2949,2021-01-30
FEDERAL PRISON IN LOMPOC,1079,2021-01-30
CITY OF SANTA MARIA,9793,2021-01-30
COMMUNITY OF ORCUTT,1498,2021-01-30
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1098,2021-01-30
Out of County,0,2021-01-30
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1073,2021-01-29
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5093,2021-01-29
CITY OF GOLETA,1449,2021-01-29
COMMUNITY OF ISLA VISTA,944,2021-01-29
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,939,2021-01-29
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",817,2021-01-29
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2925,2021-01-29
FEDERAL PRISON IN LOMPOC,1079,2021-01-29
CITY OF SANTA MARIA,9731,2021-01-29
COMMUNITY OF ORCUTT,1491,2021-01-29
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1091,2021-01-29
Out of County,0,2021-01-29
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1051,2021-01-28
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5010,2021-01-28
CITY OF GOLETA,1432,2021-01-28
COMMUNITY OF ISLA VISTA,940,2021-01-28
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,919,2021-01-28
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",809,2021-01-28
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2873,2021-01-28
FEDERAL PRISON IN LOMPOC,1078,2021-01-28
CITY OF SANTA MARIA,9583,2021-01-28
COMMUNITY OF ORCUTT,1475,2021-01-28
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1077,2021-01-28
Out of County,0,2021-01-28
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1041,2021-01-27
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,4977,2021-01-27
CITY OF GOLETA,1420,2021-01-27
COMMUNITY OF ISLA VISTA,933,2021-01-27
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,910,2021-01-27
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",800,2021-01-27
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2831,2021-01-27
FEDERAL PRISON IN LOMPOC,1078,2021-01-27
CITY OF SANTA MARIA,9515,2021-01-27
COMMUNITY OF ORCUTT,1467,2021-01-27
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1070,2021-01-27
Out of County,0,2021-01-27
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1035,2021-01-26
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,4943,2021-01-26
CITY OF GOLETA,1414,2021-01-26
COMMUNITY OF ISLA VISTA,928,2021-01-26
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,908,2021-01-26
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",798,2021-01-26
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2823,2021-01-26
FEDERAL PRISON IN LOMPOC,1078,2021-01-26
CITY OF SANTA MARIA,9475,2021-01-26
COMMUNITY OF ORCUTT,1461,2021-01-26
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1063,2021-01-26
Out of County,0,2021-01-26
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1022,2021-01-25
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,4896,2021-01-25
CITY OF GOLETA,1403,2021-01-25
COMMUNITY OF ISLA VISTA,920,2021-01-25
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,899,2021-01-25
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",787,2021-01-25
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2788,2021-01-25
FEDERAL PRISON IN LOMPOC,1078,2021-01-25
CITY OF SANTA MARIA,9392,2021-01-25
COMMUNITY OF ORCUTT,1446,2021-01-25
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1052,2021-01-25
Out of County,0,2021-01-25
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1003,2021-01-24
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,4824,2021-01-24
CITY OF GOLETA,1386,2021-01-24
COMMUNITY OF ISLA VISTA,895,2021-01-24
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,890,2021-01-24
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",777,2021-01-24
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2753,2021-01-24
FEDERAL PRISON IN LOMPOC,1078,2021-01-24
CITY OF SANTA MARIA,9299,2021-01-24
COMMUNITY OF ORCUTT,1435,2021-01-24
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1034,2021-01-24
Out of County,0,2021-01-24
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",996,2021-01-23
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,4734,2021-01-23
CITY OF GOLETA,1359,2021-01-23
COMMUNITY OF ISLA VISTA,866,2021-01-23
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,882,2021-01-23
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",768,2021-01-23
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2729,2021-01-23
FEDERAL PRISON IN LOMPOC,1078,2021-01-23
CITY OF SANTA MARIA,9237,2021-01-23
COMMUNITY OF ORCUTT,1421,2021-01-23
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1022,2021-01-23
Out of County,0,2021-01-23
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",975,2021-01-22
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,4646,2021-01-22
CITY OF GOLETA,1330,2021-01-22
COMMUNITY OF ISLA VISTA,847,2021-01-22
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,872,2021-01-22
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",758,2021-01-22
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2678,2021-01-22
FEDERAL PRISON IN LOMPOC,1078,2021-01-22
CITY OF SANTA MARIA,9014,2021-01-22
COMMUNITY OF ORCUTT,1386,2021-01-22
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",1004,2021-01-22
Out of County,0,2021-01-22
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",962,2021-01-21
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,4560,2021-01-21
CITY OF GOLETA,1316,2021-01-21
COMMUNITY OF ISLA VISTA,841,2021-01-21
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,847,2021-01-21
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",749,2021-01-21
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2661,2021-01-21
FEDERAL PRISON IN LOMPOC,1078,2021-01-21
CITY OF SANTA MARIA,8966,2021-01-21
COMMUNITY OF ORCUTT,1381,2021-01-21
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",994,2021-01-21
Out of County,0,2021-01-21
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",948,2021-01-20
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,4465,2021-01-20
CITY OF GOLETA,1291,2021-01-20
COMMUNITY OF ISLA VISTA,835,2021-01-20
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,847,2021-01-20
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",739,2021-01-20
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2621,2021-01-20
FEDERAL PRISON IN LOMPOC,1078,2021-01-20
CITY OF SANTA MARIA,8858,2021-01-20
COMMUNITY OF ORCUTT,1368,2021-01-20
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",984,2021-01-20
Out of County,0,2021-01-20
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",930,2021-01-19
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,4387,2021-01-19
CITY OF GOLETA,1269,2021-01-19
COMMUNITY OF ISLA VISTA,832,2021-01-19
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,831,2021-01-19
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",725,2021-01-19
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2575,2021-01-19
FEDERAL PRISON IN LOMPOC,1078,2021-01-19
CITY OF SANTA MARIA,8776,2021-01-19
COMMUNITY OF ORCUTT,1355,2021-01-19
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",976,2021-01-19
Out of County,0,2021-01-19
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",912,2021-01-18
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,4301,2021-01-18
CITY OF GOLETA,1230,2021-01-18
COMMUNITY OF ISLA VISTA,817,2021-01-18
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,816,2021-01-18
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",713,2021-01-18
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2545,2021-01-18
FEDERAL PRISON IN LOMPOC,1078,2021-01-18
CITY OF SANTA MARIA,8680,2021-01-18
COMMUNITY OF ORCUTT,1346,2021-01-18
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",968,2021-01-18
Out of County,0,2021-01-18
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",904,2021-01-17
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,4247,2021-01-17
CITY OF GOLETA,1217,2021-01-17
COMMUNITY OF ISLA VISTA,804,2021-01-17
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,801,2021-01-17
